id	posx	posy	h	type	mass	dx	dy
270	-0.458000	-0.059000	0.008000	0	0.064000	0.008000	0.008000
271	-0.450000	-0.059000	0.008000	0	0.064000	0.008000	0.008000
272	-0.442000	-0.059000	0.008000	0	0.064000	0.008000	0.008000
273	-0.434000	-0.059000	0.008000	0	0.064000	0.008000	0.008000
274	-0.426000	-0.059000	0.008000	0	0.064000	0.008000	0.008000
275	-0.418000	-0.059000	0.008000	0	0.064000	0.008000	0.008000
276	-0.410000	-0.059000	0.008000	0	0.064000	0.008000	0.008000
277	-0.402000	-0.059000	0.008000	0	0.064000	0.008000	0.008000
278	-0.394000	-0.059000	0.008000	0	0.064000	0.008000	0.008000
279	-0.386000	-0.059000	0.008000	0	0.064000	0.008000	0.008000
280	-0.378000	-0.059000	0.008000	0	0.064000	0.008000	0.008000
281	-0.370000	-0.059000	0.008000	0	0.064000	0.008000	0.008000
282	-0.362000	-0.059000	0.008000	0	0.064000	0.008000	0.008000
283	-0.354000	-0.059000	0.008000	0	0.064000	0.008000	0.008000
284	-0.346000	-0.059000	0.008000	0	0.064000	0.008000	0.008000
285	-0.490000	-0.051000	0.008000	0	0.064000	0.008000	0.008000
286	-0.482000	-0.051000	0.008000	0	0.064000	0.008000	0.008000
287	-0.474000	-0.051000	0.008000	0	0.064000	0.008000	0.008000
288	-0.466000	-0.051000	0.008000	0	0.064000	0.008000	0.008000
289	-0.458000	-0.051000	0.008000	0	0.064000	0.008000	0.008000
290	-0.450000	-0.051000	0.008000	0	0.064000	0.008000	0.008000
291	-0.442000	-0.051000	0.008000	0	0.064000	0.008000	0.008000
292	-0.434000	-0.051000	0.008000	0	0.064000	0.008000	0.008000
293	-0.426000	-0.051000	0.008000	0	0.064000	0.008000	0.008000
294	-0.418000	-0.051000	0.008000	0	0.064000	0.008000	0.008000
295	-0.410000	-0.051000	0.008000	0	0.064000	0.008000	0.008000
296	-0.402000	-0.051000	0.008000	0	0.064000	0.008000	0.008000
297	-0.394000	-0.051000	0.008000	0	0.064000	0.008000	0.008000
298	-0.386000	-0.051000	0.008000	0	0.064000	0.008000	0.008000
299	-0.378000	-0.051000	0.008000	0	0.064000	0.008000	0.008000
300	-0.370000	-0.051000	0.008000	0	0.064000	0.008000	0.008000
301	-0.362000	-0.051000	0.008000	0	0.064000	0.008000	0.008000
302	-0.354000	-0.051000	0.008000	0	0.064000	0.008000	0.008000
303	-0.346000	-0.051000	0.008000	0	0.064000	0.008000	0.008000
304	-0.490000	-0.043000	0.008000	0	0.064000	0.008000	0.008000
305	-0.482000	-0.043000	0.008000	0	0.064000	0.008000	0.008000
306	-0.474000	-0.043000	0.008000	0	0.064000	0.008000	0.008000
307	-0.466000	-0.043000	0.008000	0	0.064000	0.008000	0.008000
308	-0.458000	-0.043000	0.008000	0	0.064000	0.008000	0.008000
309	-0.450000	-0.043000	0.008000	0	0.064000	0.008000	0.008000
310	-0.442000	-0.043000	0.008000	0	0.064000	0.008000	0.008000
311	-0.434000	-0.043000	0.008000	0	0.064000	0.008000	0.008000
312	-0.426000	-0.043000	0.008000	0	0.064000	0.008000	0.008000
313	-0.418000	-0.043000	0.008000	0	0.064000	0.008000	0.008000
314	-0.410000	-0.043000	0.008000	0	0.064000	0.008000	0.008000
315	-0.402000	-0.043000	0.008000	0	0.064000	0.008000	0.008000
316	-0.394000	-0.043000	0.008000	0	0.064000	0.008000	0.008000
317	-0.386000	-0.043000	0.008000	0	0.064000	0.008000	0.008000
318	-0.378000	-0.043000	0.008000	0	0.064000	0.008000	0.008000
319	-0.370000	-0.043000	0.008000	0	0.064000	0.008000	0.008000
320	-0.362000	-0.043000	0.008000	0	0.064000	0.008000	0.008000
321	-0.354000	-0.043000	0.008000	0	0.064000	0.008000	0.008000
322	-0.346000	-0.043000	0.008000	0	0.064000	0.008000	0.008000
323	-0.490000	-0.035000	0.008000	0	0.064000	0.008000	0.008000
324	-0.482000	-0.035000	0.008000	0	0.064000	0.008000	0.008000
325	-0.474000	-0.035000	0.008000	0	0.064000	0.008000	0.008000
326	-0.466000	-0.035000	0.008000	0	0.064000	0.008000	0.008000
327	-0.458000	-0.035000	0.008000	0	0.064000	0.008000	0.008000
328	-0.450000	-0.035000	0.008000	0	0.064000	0.008000	0.008000
329	-0.442000	-0.035000	0.008000	0	0.064000	0.008000	0.008000
330	-0.434000	-0.035000	0.008000	0	0.064000	0.008000	0.008000
331	-0.426000	-0.035000	0.008000	0	0.064000	0.008000	0.008000
332	-0.418000	-0.035000	0.008000	0	0.064000	0.008000	0.008000
333	-0.410000	-0.035000	0.008000	0	0.064000	0.008000	0.008000
334	-0.402000	-0.035000	0.008000	0	0.064000	0.008000	0.008000
335	-0.394000	-0.035000	0.008000	0	0.064000	0.008000	0.008000
336	-0.386000	-0.035000	0.008000	0	0.064000	0.008000	0.008000
337	-0.378000	-0.035000	0.008000	0	0.064000	0.008000	0.008000
338	-0.370000	-0.035000	0.008000	0	0.064000	0.008000	0.008000
339	-0.362000	-0.035000	0.008000	0	0.064000	0.008000	0.008000
340	-0.354000	-0.035000	0.008000	0	0.064000	0.008000	0.008000
341	-0.346000	-0.035000	0.008000	0	0.064000	0.008000	0.008000
342	-0.490000	-0.027000	0.008000	0	0.064000	0.008000	0.008000
343	-0.482000	-0.027000	0.008000	0	0.064000	0.008000	0.008000
344	-0.474000	-0.027000	0.008000	0	0.064000	0.008000	0.008000
345	-0.466000	-0.027000	0.008000	0	0.064000	0.008000	0.008000
346	-0.458000	-0.027000	0.008000	0	0.064000	0.008000	0.008000
347	-0.450000	-0.027000	0.008000	0	0.064000	0.008000	0.008000
348	-0.442000	-0.027000	0.008000	0	0.064000	0.008000	0.008000
349	-0.434000	-0.027000	0.008000	0	0.064000	0.008000	0.008000
350	-0.426000	-0.027000	0.008000	0	0.064000	0.008000	0.008000
351	-0.418000	-0.027000	0.008000	0	0.064000	0.008000	0.008000
352	-0.410000	-0.027000	0.008000	0	0.064000	0.008000	0.008000
353	-0.402000	-0.027000	0.008000	0	0.064000	0.008000	0.008000
354	-0.394000	-0.027000	0.008000	0	0.064000	0.008000	0.008000
355	-0.386000	-0.027000	0.008000	0	0.064000	0.008000	0.008000
356	-0.378000	-0.027000	0.008000	0	0.064000	0.008000	0.008000
357	-0.370000	-0.027000	0.008000	0	0.064000	0.008000	0.008000
358	-0.362000	-0.027000	0.008000	0	0.064000	0.008000	0.008000
359	-0.354000	-0.027000	0.008000	0	0.064000	0.008000	0.008000
360	-0.346000	-0.027000	0.008000	0	0.064000	0.008000	0.008000
361	-0.490000	-0.019000	0.008000	0	0.064000	0.008000	0.008000
362	-0.482000	-0.019000	0.008000	0	0.064000	0.008000	0.008000
363	-0.474000	-0.019000	0.008000	0	0.064000	0.008000	0.008000
364	-0.466000	-0.019000	0.008000	0	0.064000	0.008000	0.008000
365	-0.458000	-0.019000	0.008000	0	0.064000	0.008000	0.008000
366	-0.450000	-0.019000	0.008000	0	0.064000	0.008000	0.008000
367	-0.442000	-0.019000	0.008000	0	0.064000	0.008000	0.008000
368	-0.434000	-0.019000	0.008000	0	0.064000	0.008000	0.008000
369	-0.426000	-0.019000	0.008000	0	0.064000	0.008000	0.008000
370	-0.418000	-0.019000	0.008000	0	0.064000	0.008000	0.008000
371	-0.410000	-0.019000	0.008000	0	0.064000	0.008000	0.008000
372	-0.402000	-0.019000	0.008000	0	0.064000	0.008000	0.008000
373	-0.394000	-0.019000	0.008000	0	0.064000	0.008000	0.008000
374	-0.386000	-0.019000	0.008000	0	0.064000	0.008000	0.008000
375	-0.378000	-0.019000	0.008000	0	0.064000	0.008000	0.008000
376	-0.370000	-0.019000	0.008000	0	0.064000	0.008000	0.008000
377	-0.362000	-0.019000	0.008000	0	0.064000	0.008000	0.008000
378	-0.354000	-0.019000	0.008000	0	0.064000	0.008000	0.008000
379	-0.346000	-0.019000	0.008000	0	0.064000	0.008000	0.008000
380	-0.490000	-0.011000	0.008000	0	0.064000	0.008000	0.008000
381	-0.482000	-0.011000	0.008000	0	0.064000	0.008000	0.008000
382	-0.474000	-0.011000	0.008000	0	0.064000	0.008000	0.008000
383	-0.466000	-0.011000	0.008000	0	0.064000	0.008000	0.008000
384	-0.458000	-0.011000	0.008000	0	0.064000	0.008000	0.008000
385	-0.450000	-0.011000	0.008000	0	0.064000	0.008000	0.008000
386	-0.442000	-0.011000	0.008000	0	0.064000	0.008000	0.008000
